question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=60 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6653286798191365,0.47000000000000003,47.000869998009875,,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=60 reranker=on,3,0.725,0.5416666666666666,0.8,0.7032867981913646,0.47000000000000003,43.322104997059796,,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6653286798191365,0.47000000000000003,43.844144998001866,,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=50/50 rrf=30 reranker=on,3,0.725,0.5416666666666666,0.8,0.7032867981913646,0.47000000000000003,40.90487499925075,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6693426403617273,0.45999999999999996,38.473115002852865,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=60 reranker=on,3,0.725,0.5416666666666666,0.8,0.7073007587339553,0.45999999999999996,42.46795999642927,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=off,3,0.725,0.5416666666666666,0.7166666666666667,0.6693426403617273,0.45999999999999996,41.68311999819707,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=def w=60/40 rrf=30 reranker=on,3,0.725,0.5416666666666666,0.8,0.7073007587339553,0.45999999999999996,41.26929000049131,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=off,3,0.725,0.5166666666666666,0.725,0.6726294385530918,0.41500000000000004,41.5046899986919,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=60 reranker=on,3,0.725,0.5166666666666666,0.7666666666666667,0.6959860394574092,0.41500000000000004,46.65673499403056,30,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=30 reranker=off,3,0.725,0.5166666666666666,0.725,0.6726294385530918,0.41500000000000004,39.780974994937424,30,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=45/55 rrf=30 reranker=on,3,0.725,0.5166666666666666,0.7666666666666667,0.6959860394574092,0.41500000000000004,44.9914449985954,30,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=50/50 rrf=60 reranker=off,3,0.725,0.5166666666666666,0.725,0.6726294385530918,0.41500000000000004,49.734490002447274,30,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=50/50 rrf=60 reranker=on,3,0.725,0.5166666666666666,0.7666666666666667,0.6959860394574092,0.41500000000000004,46.050535001268145,30,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=50/50 rrf=30 reranker=off,3,0.725,0.5166666666666666,0.725,0.6726294385530918,0.41500000000000004,35.0559600017732,30,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=50/50 rrf=30 reranker=on,3,0.725,0.5166666666666666,0.7666666666666667,0.6959860394574092,0.41500000000000004,32.59074500092538,30,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=60/40 rrf=60 reranker=off,3,0.65,0.4666666666666666,0.6916666666666667,0.6186154780105012,0.3661904761904762,31.831429999147076,30,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=60/40 rrf=60 reranker=on,3,0.65,0.4666666666666666,0.7083333333333333,0.6226294385530917,0.3661904761904762,42.41952999582281,30,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=60/40 rrf=30 reranker=off,3,0.65,0.4666666666666666,0.7,0.6226294385530917,0.3661904761904762,46.53459500113968,30,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=3 tc=30 w=60/40 rrf=30 reranker=on,3,0.65,0.4666666666666666,0.7083333333333333,0.6226294385530917,0.3661904761904762,43.962840001040604,30,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=45/55 rrf=60 reranker=off,5,0.875,0.5283333333333333,0.7333333333333333,0.7579891095579663,0.505,53.865715001302306,,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=45/55 rrf=60 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,60.44679500191705,,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=45/55 rrf=30 reranker=off,5,0.875,0.5283333333333333,0.7333333333333333,0.7579891095579663,0.505,47.79027999466052,,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=45/55 rrf=30 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,81.03047499753302,,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=50/50 rrf=60 reranker=off,5,0.875,0.5283333333333333,0.7333333333333333,0.7579891095579663,0.505,62.04134499857901,,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=50/50 rrf=60 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,55.250469998281915,,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=50/50 rrf=30 reranker=off,5,0.875,0.5283333333333333,0.7333333333333333,0.7579891095579663,0.505,46.58946500130696,,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=50/50 rrf=30 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,47.35969499888597,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=60/40 rrf=60 reranker=off,5,0.875,0.5283333333333333,0.7291666666666667,0.7545203153772947,0.505,57.33078499761177,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=60/40 rrf=60 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,42.82545499736443,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=60/40 rrf=30 reranker=off,5,0.875,0.5283333333333333,0.7291666666666667,0.7545203153772947,0.505,42.36040999676334,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=def w=60/40 rrf=30 reranker=on,5,0.875,0.5283333333333333,0.7916666666666667,0.7936787697775953,0.505,56.75091000448447,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=45/55 rrf=60 reranker=off,5,0.875,0.48583333333333334,0.725,0.7491628343445395,0.505,52.94980500329984,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=45/55 rrf=60 reranker=on,5,0.875,0.48583333333333334,0.7583333333333333,0.7708673352351966,0.505,49.224774999311194,30,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=45/55 rrf=30 reranker=off,5,0.875,0.48583333333333334,0.725,0.7491628343445395,0.505,48.521375001291744,30,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=45/55 rrf=30 reranker=on,5,0.875,0.48583333333333334,0.7583333333333333,0.7708673352351966,0.505,73.70129500050098,30,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=50/50 rrf=60 reranker=off,5,0.875,0.48583333333333334,0.725,0.7491628343445395,0.505,44.955395003489684,30,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=50/50 rrf=60 reranker=on,5,0.875,0.48583333333333334,0.7583333333333333,0.7708673352351966,0.505,54.243779998796526,30,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=50/50 rrf=30 reranker=off,5,0.875,0.48583333333333334,0.725,0.7491628343445395,0.505,59.84826499625342,30,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=50/50 rrf=30 reranker=on,5,0.875,0.48583333333333334,0.7583333333333333,0.7708673352351966,0.505,54.70589500037022,30,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=60/40 rrf=60 reranker=off,5,0.85,0.4758333333333334,0.7041666666666667,0.7228992065493727,0.495,56.956225003523286,30,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=60/40 rrf=60 reranker=on,5,0.85,0.4758333333333334,0.7333333333333333,0.738084701906417,0.495,57.239005000155885,30,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=60/40 rrf=30 reranker=off,5,0.85,0.4758333333333334,0.7125,0.7269131670919633,0.495,50.08937999809859,30,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=5 tc=30 w=60/40 rrf=30 reranker=on,5,0.85,0.4758333333333334,0.7333333333333333,0.738084701906417,0.495,44.09779500274453,30,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=45/55 rrf=60 reranker=off,8,0.875,0.5033333333333333,0.725,0.7478359147822782,0.505,49.21178500080714,,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=45/55 rrf=60 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7875395355444977,0.505,52.26716000033775,,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=45/55 rrf=30 reranker=off,8,0.875,0.5033333333333333,0.725,0.7478359147822782,0.505,56.509845005348325,,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=45/55 rrf=30 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7875395355444977,0.505,55.036154997651465,,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=60 reranker=off,8,0.875,0.5033333333333333,0.725,0.7478359147822782,0.505,63.06922500371002,,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=60 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7875395355444977,0.505,49.222835002001375,,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=30 reranker=off,8,0.875,0.5033333333333333,0.725,0.7478359147822782,0.505,52.70137499901466,,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=30 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7875395355444977,0.505,41.53469000157202,,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=60 reranker=off,8,0.875,0.5033333333333333,0.725,0.7464923942921134,0.505,49.73948500264669,,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=60 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7835255750019071,0.505,51.57952999725239,,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=30 reranker=off,8,0.875,0.5033333333333333,0.725,0.7464923942921134,0.505,48.28865000163205,,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=30 reranker=on,8,0.875,0.5033333333333333,0.7833333333333333,0.7835255750019071,0.505,42.840535000141244,,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=60 reranker=off,8,0.875,0.4725,0.725,0.7491628343445395,0.505,51.63033999851905,30,,,60,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=60 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7574273422681438,0.505,52.759484997659456,30,,,60,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=30 reranker=off,8,0.875,0.4725,0.725,0.7491628343445395,0.505,45.04739999829326,30,,,30,"{'vector': 0.45, 'graph': 0.55}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=30 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7574273422681438,0.505,39.71998000051826,30,,,30,"{'vector': 0.45, 'graph': 0.55}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=60 reranker=off,8,0.875,0.4725,0.725,0.7491628343445395,0.505,42.186754995782394,30,,,60,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=60 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7574273422681438,0.505,45.202294997579884,30,,,60,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=30 reranker=off,8,0.875,0.4725,0.725,0.7491628343445395,0.505,45.483435002097394,30,,,30,"{'vector': 0.5, 'graph': 0.5}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=30 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7574273422681438,0.505,53.988555003888905,30,,,30,"{'vector': 0.5, 'graph': 0.5}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=60 reranker=off,8,0.875,0.4725,0.7041666666666667,0.7338195783902809,0.505,48.05351499962853,30,,,60,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=60 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7512881080350463,0.505,44.566030001442414,30,,,60,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=30 reranker=off,8,0.875,0.4725,0.7125,0.7378335389328715,0.505,45.01030000101309,30,,,30,"{'vector': 0.6, 'graph': 0.4}",off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=30 reranker=on,8,0.875,0.4725,0.7333333333333333,0.7512881080350463,0.505,49.5394200028386,30,,,30,"{'vector': 0.6, 'graph': 0.4}",on,intfloat/multilingual-e5-small,1200,200
