question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
MEAN,Neo4j (Hybrid) k=8 tc=def w=45/55 rrf=30 reranker=lexical,8,0.9,0.5241666666666667,0.8,0.7988542548210436,0.5232142857142856,30.706894997274503,,,,30,"{'vector': 0.45, 'graph': 0.55}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=60 reranker=lexical,8,0.9,0.5241666666666667,0.8,0.7988542548210436,0.5232142857142856,31.68716999643948,,,,60,"{'vector': 0.5, 'graph': 0.5}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=def w=50/50 rrf=30 reranker=lexical,8,0.9,0.5241666666666667,0.8,0.7988542548210436,0.5232142857142856,30.394775004242547,,,,30,"{'vector': 0.5, 'graph': 0.5}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=60 reranker=lexical,8,0.9,0.5241666666666667,0.8,0.7988542548210436,0.5232142857142856,31.19783500151243,,,,60,"{'vector': 0.6, 'graph': 0.4}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=def w=60/40 rrf=30 reranker=lexical,8,0.9,0.5241666666666667,0.8,0.7988542548210436,0.5232142857142856,34.816464997129515,,,,30,"{'vector': 0.6, 'graph': 0.4}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=60 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7700855820348546,0.5232142857142856,31.760404992382973,30,,,60,"{'vector': 0.45, 'graph': 0.55}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=45/55 rrf=30 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7700855820348546,0.5232142857142856,31.05066999560222,30,,,30,"{'vector': 0.45, 'graph': 0.55}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=60 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7700855820348546,0.5232142857142856,30.437389999860898,30,,,60,"{'vector': 0.5, 'graph': 0.5}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=50/50 rrf=30 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7700855820348546,0.5232142857142856,29.767390008782968,30,,,30,"{'vector': 0.5, 'graph': 0.5}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=60 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7660716214922639,0.5232142857142856,32.9138250061078,30,,,60,"{'vector': 0.6, 'graph': 0.4}",lexical,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Hybrid) k=8 tc=30 w=60/40 rrf=30 reranker=lexical,8,0.9,0.49833333333333335,0.75,0.7660716214922639,0.5232142857142856,30.523734993766993,30,,,30,"{'vector': 0.6, 'graph': 0.4}",lexical,intfloat/multilingual-e5-small,1000,150
