question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
4,Neo4j (Vector) k=3,3,0.5,0.5,1.0,0.6131471927654584,0.0,48.83039998821914,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
5,Neo4j (Vector) k=3,3,1.0,1.0,1.0,1.0,0.0,30.3937999997288,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
6,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.2,32.435900007840246,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
7,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.2,35.16020003007725,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
8,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.6,38.72569999657571,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
9,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,34.28770002210513,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
10,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.0,32.08159998757765,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
11,Neo4j (Vector) k=3,3,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.6,30.431799998041242,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
12,Neo4j (Vector) k=3,3,1.0,1.0,1.0,1.0,0.5714285714285714,32.699800038244575,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
13,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,33.812600013334304,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
14,Neo4j (Vector) k=3,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,29.204499965999275,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
15,Neo4j (Vector) k=3,3,0.5,0.3333333333333333,0.5,0.38685280723454163,0.6,35.05899995798245,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
16,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,34.376900002826005,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
17,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,35.30479996697977,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
18,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.5,41.30159999476746,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
19,Neo4j (Vector) k=3,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,44.065099966246635,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
20,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,32.232799974735826,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Vector) k=3,3,0.5,0.6583333333333333,0.7416666666666667,0.5372309560210021,0.2519047619047619,35.730244996375404,9,9,0,,{},off,intfloat/multilingual-e5-small,1000,150
1,Neo4j (Graph) k=3,3,0.5,0.5,1.0,0.6131471927654584,0.4,4.846800002269447,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
2,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.2,4.128600005060434,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
3,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.6,3.6820999812334776,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
4,Neo4j (Graph) k=3,3,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.2,4.007500014267862,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
5,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.0,3.5420999629423022,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
6,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.6,4.389000008814037,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
7,Neo4j (Graph) k=3,3,1.0,1.0,1.0,1.0,0.6,3.444199974182993,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
8,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.6,5.973099963739514,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
9,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.16666666666666666,3.151100012473762,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
10,Neo4j (Graph) k=3,3,1.0,1.0,1.0,1.0,0.25,4.017700033728033,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
11,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.8,3.7244000122882426,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
12,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,4.149199987296015,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
13,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.14285714285714285,3.541800018865615,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
14,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.2,3.5019999486394227,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
15,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.0,3.3696999889798462,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
16,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,1.0,4.379699996206909,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
17,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.8333333333333334,2.84019997343421,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
18,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,1.0,3.4879999584518373,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
19,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.8,3.3559000003151596,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
20,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.5,4.110300040338188,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Graph) k=3,3,0.65,0.6083333333333333,0.7416666666666667,0.649272837648774,0.4732142857142857,3.8821699941763654,9,0,9,,{},off,intfloat/multilingual-e5-small,1000,150
1,Chroma (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.4,64.90840000333264,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
2,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,60.32470002537593,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
3,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,34.458199981600046,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
4,Chroma (Vector) k=5,5,1.0,0.6666666666666666,1.0,0.9197207891481876,0.2,37.0835000067018,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
5,Chroma (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,45.50920001929626,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
6,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,65.84980001207441,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
7,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,40.795099979732186,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
8,Chroma (Vector) k=5,5,1.0,1.0,1.0,1.0,0.6,43.59369998564944,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
9,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,39.69200002029538,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
10,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,34.41319998819381,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
11,Chroma (Vector) k=5,5,0.5,0.25,0.3333333333333333,0.3065735963827292,0.6,30.94349999446422,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
12,Chroma (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,32.065599982161075,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
13,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,38.6030999943614,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
14,Chroma (Vector) k=5,5,1.0,0.5,1.0,0.9197207891481876,0.4,25.912500044796616,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
15,Chroma (Vector) k=5,5,0.5,0.25,0.5,0.38685280723454163,0.6,52.710300020407885,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
16,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,40.629399998579174,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
17,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,34.661300014704466,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
18,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.5,27.92110003065318,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
19,Chroma (Vector) k=5,5,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,37.632199993822724,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
20,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,28.241700027137995,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Chroma (Vector) k=5,5,0.55,0.6166666666666667,0.7416666666666667,0.5719022762018656,0.2619047619047619,40.79742500616703,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
1,Neo4j (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.4,48.288999998476356,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
2,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,42.90130001027137,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
3,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,36.92440001759678,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
4,Neo4j (Vector) k=5,5,1.0,0.6666666666666666,1.0,0.9197207891481876,0.2,48.355999984778464,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
5,Neo4j (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,42.03879996202886,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
6,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,60.66910002846271,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
7,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,41.905099991708994,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
8,Neo4j (Vector) k=5,5,1.0,1.0,1.0,1.0,0.6,35.376799991354346,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
9,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,32.892199989873916,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
10,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,41.07269999803975,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
11,Neo4j (Vector) k=5,5,0.5,0.25,0.3333333333333333,0.3065735963827292,0.6,35.67429998656735,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
12,Neo4j (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,36.50479996576905,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
13,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,37.02869999688119,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
14,Neo4j (Vector) k=5,5,1.0,0.5,1.0,0.9197207891481876,0.4,31.667200033552945,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
15,Neo4j (Vector) k=5,5,0.5,0.25,0.5,0.38685280723454163,0.6,39.53489998821169,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
16,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,41.257400007452816,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
17,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,28.367699997033924,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
18,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.5,34.19370000483468,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
19,Neo4j (Vector) k=5,5,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,40.00330000417307,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
20,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,27.57700002985075,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Vector) k=5,5,0.55,0.6166666666666667,0.7416666666666667,0.5719022762018656,0.2619047619047619,39.11171999934595,15,15,0,,{},off,intfloat/multilingual-e5-small,1000,150
1,Neo4j (Graph) k=5,5,0.5,0.5,1.0,0.6131471927654584,0.4,3.9932000217959285,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
2,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.4,4.718499956652522,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
3,Neo4j (Graph) k=5,5,0.5,0.25,0.25,0.2640681225725909,0.6,4.42700000712648,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
4,Neo4j (Graph) k=5,5,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.2,4.783600044902414,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
5,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,4.634900018572807,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
6,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.6,4.192099964711815,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
7,Neo4j (Graph) k=5,5,1.0,1.0,1.0,1.0,0.6,5.1318000187166035,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
8,Neo4j (Graph) k=5,5,1.0,0.6666666666666666,1.0,0.9197207891481876,0.6,4.964200023096055,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
9,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.16666666666666666,3.9186999783851206,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
10,Neo4j (Graph) k=5,5,1.0,1.0,1.0,1.0,0.25,4.422400030307472,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
11,Neo4j (Graph) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.8,3.6441999836824834,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
12,Neo4j (Graph) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.5714285714285714,5.434299993794411,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
13,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.14285714285714285,4.992900008801371,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
14,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,4.03439998626709,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
15,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,4.6654000179842114,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
16,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,1.0,4.507299978286028,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
17,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,0.8333333333333334,4.048600036185235,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
18,Neo4j (Graph) k=5,5,1.0,0.4,1.0,1.0,1.0,6.308800016995519,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
19,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,0.8,4.217899986542761,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
20,Neo4j (Graph) k=5,5,1.0,0.5,0.5,0.6934264036172708,0.5,5.007400002796203,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Neo4j (Graph) k=5,5,0.675,0.5741666666666666,0.7541666666666667,0.6624762437774034,0.4832142857142857,4.602380003780127,15,0,15,,{},off,intfloat/multilingual-e5-small,1000,150
1,Chroma (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.4,75.5254999967292,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
2,Chroma (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.2,52.18620004598051,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
3,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,37.97359997406602,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
4,Chroma (Vector) k=8,8,1.0,0.6666666666666666,1.0,0.9197207891481876,0.2,42.66229999484494,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
5,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,47.552899981383234,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
6,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,42.580400011502206,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
7,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,37.539999990258366,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
8,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.6,45.135000022128224,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
9,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,32.8457000432536,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
10,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,40.54359998553991,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
11,Chroma (Vector) k=8,8,0.5,0.25,0.3333333333333333,0.3065735963827292,0.6,46.060899971053004,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
12,Chroma (Vector) k=8,8,1.0,0.5,1.0,1.0,0.5714285714285714,31.84979996876791,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
13,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,42.46240004431456,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
14,Chroma (Vector) k=8,8,1.0,0.5,1.0,0.9197207891481876,0.4,30.284900043625385,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
15,Chroma (Vector) k=8,8,0.5,0.25,0.5,0.38685280723454163,0.6,39.833699993323535,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
16,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,36.422799981664866,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
17,Chroma (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.6666666666666666,37.91090002050623,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
18,Chroma (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.5,68.01460002316162,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
19,Chroma (Vector) k=8,8,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,55.14840001706034,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
20,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,33.46360003342852,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
MEAN,Chroma (Vector) k=8,8,0.6,0.5916666666666667,0.7666666666666667,0.6105875569253199,0.3052380952380952,43.79986000712961,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
1,Neo4j (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.4,73.60980001976714,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
2,Neo4j (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.2,35.83820001222193,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
3,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,32.040700025390834,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
4,Neo4j (Vector) k=8,8,1.0,0.6666666666666666,1.0,0.9197207891481876,0.2,37.15899999951944,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
5,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,33.93219999270514,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
6,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,59.38579997746274,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
7,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,29.63370003271848,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
8,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.6,37.485400040168315,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
9,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,31.287900055758655,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
10,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,32.20730001339689,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
11,Neo4j (Vector) k=8,8,0.5,0.25,0.3333333333333333,0.3065735963827292,0.6,34.03380000963807,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
12,Neo4j (Vector) k=8,8,1.0,0.5,1.0,1.0,0.5714285714285714,26.988299970980734,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
13,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,34.316400007810444,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
14,Neo4j (Vector) k=8,8,1.0,0.5,1.0,0.9197207891481876,0.4,34.35850003734231,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
15,Neo4j (Vector) k=8,8,0.5,0.25,0.5,0.38685280723454163,0.6,35.70230002515018,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
16,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,53.92800003755838,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
17,Neo4j (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.6666666666666666,26.956499961670488,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
18,Neo4j (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.5,77.39290001336485,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
19,Neo4j (Vector) k=8,8,0.5,0.3333333333333333,1.0,0.6131471927654584,0.8,40.70539999520406,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
20,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,29.76409997791052,24,24,0,,{},off,intfloat/multilingual-e5-small,1000,150
