question_id,strategy,evaluation_k,recall_at_k,precision_at_k,mrr,ndcg_at_k,coverage,latency_ms,total_candidate_budget,vector_candidate_k,graph_candidate_k,rrf_k,weights,reranker,embedding_tag,chunk_size,chunk_overlap
10,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.0,35.62500001862645,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.4,43.66269998718053,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Vector) k=3,3,1.0,1.0,1.0,1.0,0.7142857142857143,27.840099995955825,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,41.747999988729134,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Vector) k=3,3,0.5,0.3333333333333333,1.0,0.6131471927654584,0.4,34.46379999513738,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.6,37.71390000474639,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,41.16439999779686,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Vector) k=3,3,0.5,0.5,0.5,0.38685280723454163,0.3333333333333333,30.549799994332716,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Vector) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.5,38.44900001422502,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Vector) k=3,3,0.5,0.5,0.5,0.38685280723454163,0.8,36.785999982384965,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Vector) k=3,3,0.0,0.0,0.0,0.0,0.0,146.95369999390095,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Vector) k=3,3,0.425,0.6416666666666667,0.7,0.47591623674445627,0.24571428571428572,44.93953499768395,9,9,0,,{},off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Graph) k=3,3,0.5,0.5,0.5,0.38685280723454163,0.4,4.051600000821054,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.2,3.0608000233769417,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Graph) k=3,3,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.8,3.21510000503622,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.2,2.9881999944336712,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Graph) k=3,3,0.5,0.5,1.0,0.6131471927654584,0.0,2.834999992046505,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.6,6.847200012998655,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Graph) k=3,3,1.0,1.0,1.0,1.0,0.2,3.9858999953139573,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.6,3.256099997088313,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.16666666666666666,3.0866999877616763,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Graph) k=3,3,1.0,1.0,1.0,1.0,0.0,4.417299991473556,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.8,3.1604999967385083,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Graph) k=3,3,1.0,1.0,1.0,1.0,0.7142857142857143,2.722000004723668,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.2857142857142857,3.2851999858394265,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Graph) k=3,3,0.5,1.0,1.0,0.6131471927654584,0.2,2.288700023200363,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Graph) k=3,3,0.0,0.0,0.0,0.0,0.0,2.855200000340119,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,1.0,2.3277000000234693,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,0.5,0.6934264036172708,0.6666666666666666,2.4990999954752624,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,1.0,3.2122000120580196,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,1.0,0.8,2.3321000044234097,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Graph) k=3,3,1.0,0.6666666666666666,1.0,0.9197207891481876,0.5,3.1869000231381506,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Graph) k=3,3,0.625,0.55,0.6666666666666667,0.6032867981913645,0.45666666666666667,3.2806750023155473,9,0,9,,{},off,intfloat/multilingual-e5-small,1200,200
1,Chroma (Vector) k=5,5,0.5,0.5,1.0,0.6131471927654584,0.0,79.07459998386912,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
2,Chroma (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,67.09679999039508,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
3,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,41.891599976224825,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
4,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,55.31230001361109,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
5,Chroma (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,59.55589999211952,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
6,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,50.38150001200847,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
7,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,40.267599979415536,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
8,Chroma (Vector) k=5,5,1.0,1.0,1.0,1.0,0.6,56.6640000033658,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
9,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,49.864000000525266,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
10,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,53.97020000964403,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
11,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.4,59.26560002262704,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
12,Chroma (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,47.413599997526035,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
13,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,48.994499986292794,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
14,Chroma (Vector) k=5,5,0.5,0.3333333333333333,1.0,0.6131471927654584,0.4,35.98499999498017,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
15,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.6,85.19650000380352,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
16,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,47.09259999799542,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
17,Chroma (Vector) k=5,5,0.5,0.5,0.5,0.38685280723454163,0.3333333333333333,66.2505000072997,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
18,Chroma (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.5,100.12009998899885,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
19,Chroma (Vector) k=5,5,0.5,0.5,0.5,0.38685280723454163,0.8,49.163399991812184,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
20,Chroma (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,40.51900000195019,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Chroma (Vector) k=5,5,0.475,0.625,0.7,0.5146015174679104,0.24571428571428572,56.70396499772323,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Vector) k=5,5,0.5,0.5,1.0,0.6131471927654584,0.0,71.15279999561608,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,59.48320002062246,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,41.99709999375045,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,54.36319997534156,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Vector) k=5,5,1.0,1.0,1.0,1.0,0.0,33.824199985247105,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,47.103699995204806,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,38.586000009672716,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Vector) k=5,5,1.0,1.0,1.0,1.0,0.6,48.17419999744743,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.16666666666666666,35.13029997702688,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.0,46.26460000872612,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.4,46.60410000360571,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Vector) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,38.113399990834296,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,47.95609999564476,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Vector) k=5,5,0.5,0.3333333333333333,1.0,0.6131471927654584,0.4,45.6220000050962,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.6,58.43249999452382,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,52.46830001124181,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Vector) k=5,5,0.5,0.5,0.5,0.38685280723454163,0.3333333333333333,31.059500004630536,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Vector) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.5,44.74939999636263,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Vector) k=5,5,0.5,0.5,0.5,0.38685280723454163,0.8,38.17670000717044,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Vector) k=5,5,0.0,0.0,0.0,0.0,0.0,29.554099979577586,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Vector) k=5,5,0.475,0.625,0.7,0.5146015174679104,0.24571428571428572,45.44076999736717,15,15,0,,{},off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Graph) k=5,5,0.5,0.5,0.5,0.38685280723454163,0.4,3.7761999992653728,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.2,5.214599979808554,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Graph) k=5,5,0.5,0.3333333333333333,0.3333333333333333,0.3065735963827292,0.8,2.5800000003073364,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.2,3.4357999975327402,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Graph) k=5,5,0.5,0.5,1.0,0.6131471927654584,0.0,3.5510000016074628,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.6,3.5324999771546572,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Graph) k=5,5,1.0,1.0,1.0,1.0,0.2,3.9321999938692898,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Graph) k=5,5,1.0,0.6666666666666666,1.0,0.9197207891481876,0.6,4.105300002265722,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.16666666666666666,3.6928000045008957,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Graph) k=5,5,1.0,1.0,1.0,1.0,0.0,3.2682000019121915,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Graph) k=5,5,1.0,0.6666666666666666,1.0,1.0,0.8,3.6136000126134604,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Graph) k=5,5,1.0,1.0,1.0,1.0,0.7142857142857143,3.649299993412569,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.2857142857142857,3.5277999995741993,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Graph) k=5,5,0.5,1.0,1.0,0.6131471927654584,0.2,4.574199992930517,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Graph) k=5,5,0.0,0.0,0.0,0.0,0.0,3.1541000062134117,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,1.0,2.6379000046290457,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Graph) k=5,5,1.0,0.5,0.5,0.6934264036172708,0.8333333333333334,2.747400023508817,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,1.0,3.2902000239118934,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Graph) k=5,5,1.0,0.5,1.0,1.0,0.8,1.8257999909110367,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Graph) k=5,5,1.0,0.5,1.0,0.9197207891481876,0.5,2.799599984427914,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Graph) k=5,5,0.625,0.5083333333333333,0.6666666666666667,0.6032867981913645,0.465,3.4454249995178543,15,0,15,,{},off,intfloat/multilingual-e5-small,1200,200
1,Chroma (Vector) k=8,8,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,56.04729999322444,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
2,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,32.70640000118874,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
3,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,27.01409999281168,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
4,Chroma (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.0,49.588499998208135,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
5,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,33.726399997249246,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
6,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,72.54349999129772,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
7,Chroma (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.2,39.43259999505244,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
8,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.6,41.09569999855012,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
9,Chroma (Vector) k=8,8,1.0,1.0,1.0,1.0,0.16666666666666666,31.36110000195913,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
10,Chroma (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,40.440999990096316,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
11,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.4,47.46959998738021,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
12,Chroma (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,32.9654999950435,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
13,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,39.187799993669614,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
14,Chroma (Vector) k=8,8,0.5,0.3333333333333333,1.0,0.6131471927654584,0.4,30.014599993592128,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
15,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.6,35.049600002821535,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
16,Chroma (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,39.16040001786314,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
17,Chroma (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.3333333333333333,29.92110000923276,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
18,Chroma (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.5,36.455399997066706,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
19,Chroma (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.8,43.326000013621524,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
20,Chroma (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.0,31.813699984923005,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Chroma (Vector) k=8,8,0.55,0.5833333333333333,0.725,0.568615478010501,0.2657142857142857,39.466014997742604,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
1,Neo4j (Vector) k=8,8,1.0,0.6666666666666666,1.0,0.9197207891481876,0.4,61.33719999343157,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
2,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,43.38880002615042,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
3,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,32.630000001518056,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
4,Neo4j (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.0,43.72950000106357,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
5,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.0,40.64189997734502,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
6,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.2,49.54139998881146,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
7,Neo4j (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.2,42.07490000408143,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
8,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.6,49.03990001184866,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
9,Neo4j (Vector) k=8,8,1.0,1.0,1.0,1.0,0.16666666666666666,44.56069998559542,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
10,Neo4j (Vector) k=8,8,0.5,1.0,1.0,0.6131471927654584,0.0,51.619799982290715,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
11,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.4,43.808700022054836,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
12,Neo4j (Vector) k=8,8,1.0,0.6666666666666666,1.0,1.0,0.7142857142857143,28.64109998336062,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
13,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,43.44460001448169,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
14,Neo4j (Vector) k=8,8,0.5,0.3333333333333333,1.0,0.6131471927654584,0.4,32.276100013405085,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
15,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.6,48.20089999702759,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
16,Neo4j (Vector) k=8,8,0.0,0.0,0.0,0.0,0.0,47.915799979818985,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
17,Neo4j (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.3333333333333333,35.18070001155138,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
18,Neo4j (Vector) k=8,8,0.5,0.5,1.0,0.6131471927654584,0.5,52.27260000538081,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
19,Neo4j (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.8,45.14470000867732,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
20,Neo4j (Vector) k=8,8,0.5,0.5,0.5,0.38685280723454163,0.0,35.221500002080575,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
MEAN,Neo4j (Vector) k=8,8,0.55,0.5833333333333333,0.725,0.568615478010501,0.2657142857142857,43.53354000049876,24,24,0,,{},off,intfloat/multilingual-e5-small,1200,200
